FileName	P	Q	R	W	X	Y	Z
seq5/frame00086.png	0.692695	-0.063794	0.043840	0.717065	28.113866	41.056599	1.202190
seq5/frame00092.png	0.684707	-0.036227	0.016343	0.727734	30.447687	44.929344	1.051399
seq5/frame00093.png	0.682206	-0.122320	0.120068	0.710786	30.374662	45.543089	1.665719
seq5/frame00094.png	0.649244	-0.209697	0.214176	0.699027	30.390608	46.148148	1.490458
seq5/frame00078.png	0.646322	-0.284331	0.272203	0.653704	27.732296	34.926594	1.329762
seq5/frame00082.png	0.642134	-0.260187	0.280254	0.664398	27.483498	38.893959	0.872436
seq5/frame00076.png	0.716441	-0.052535	0.051029	0.693793	26.705340	33.914166	2.029572
seq5/frame00072.png	0.716313	-0.057424	0.046635	0.693847	27.454067	31.211859	0.918823
seq5/frame00095.png	0.617025	-0.290969	0.309414	0.662481	30.059027	46.951400	1.615305
seq5/frame00096.png	0.587657	-0.372646	0.372012	0.614330	29.933855	47.593418	1.186453
seq5/frame00097.png	0.567644	-0.383794	0.419716	0.595249	30.306555	48.624035	1.099375
seq5/frame00098.png	0.557276	-0.414536	0.437656	0.571017	30.236240	49.631819	1.122075
seq5/frame00099.png	0.527534	-0.434487	0.472797	0.556230	30.323652	49.564383	1.143214
seq5/frame00374.png	0.524668	-0.324193	0.281490	0.735110	28.681598	14.127714	1.190067
seq5/frame00375.png	0.586585	-0.179211	0.082748	0.785465	28.689726	14.129084	-0.193939
seq5/frame00046.png	0.656458	-0.210044	0.196338	0.697421	31.565795	12.920953	1.425697
seq5/frame00045.png	0.667012	-0.194820	0.187237	0.694321	31.759142	12.308996	1.409167
seq5/frame00044.png	0.658282	-0.211848	0.208950	0.691466	31.891667	11.561560	1.429187
seq5/frame00363.png	0.559663	-0.289747	0.250079	0.735040	30.632574	9.474912	1.408319
seq5/frame00361.png	0.455372	-0.459130	0.489199	0.585253	31.311968	8.311858	1.472965
seq5/frame00075.png	0.714205	0.016611	-0.029840	0.699103	27.599748	33.428345	0.951079
seq5/frame00073.png	0.712572	0.038049	-0.024376	0.700142	28.379117	31.912654	1.110122
seq5/frame00074.png	0.711770	0.090879	-0.073118	0.692660	27.899334	32.631747	1.126117
seq5/frame00087.png	0.700774	0.040456	-0.084384	0.707219	28.575249	41.093986	1.762974
seq5/frame00042.png	0.662578	-0.231442	0.235868	0.672154	32.071418	10.276030	1.425632
seq5/frame00364.png	0.597872	-0.221391	0.158044	0.754027	30.073687	9.912994	1.498589
seq5/frame00041.png	0.634794	-0.279501	0.291555	0.658720	32.157892	9.465013	1.423343
seq5/frame00384.png	0.567101	-0.266827	0.354438	0.693955	27.123167	11.724646	1.346354
seq5/frame00081.png	0.610111	-0.353475	0.357510	0.612377	27.754418	37.604464	1.072395
seq5/frame00080.png	0.583964	-0.383770	0.414485	0.583017	27.754769	36.924986	1.046580
seq5/frame00079.png	0.610303	-0.384591	0.331220	0.608205	27.363726	36.178703	1.023980
seq5/frame00043.png	0.668333	-0.175275	0.197219	0.695496	31.866532	10.761580	1.416153
seq5/frame00036.png	0.624308	-0.291315	0.277687	0.669526	33.438423	6.739332	1.459070
seq5/frame00037.png	0.639453	-0.261228	0.276038	0.668328	32.741031	6.980890	1.458842
seq5/frame00038.png	0.625179	-0.315936	0.307401	0.644081	32.645086	7.783089	1.447131
seq5/frame00039.png	0.604697	-0.322297	0.336301	0.646040	32.477035	8.413032	1.440369
seq5/frame00040.png	0.597370	-0.363582	0.361014	0.616949	32.128699	8.741507	1.463792
seq5/frame00360.png	0.397845	-0.513669	0.564378	0.509256	31.546386	7.548904	1.452610
seq5/frame00358.png	0.410404	-0.480577	0.541712	0.554223	31.600671	6.482814	1.240127
seq5/frame00357.png	0.423811	-0.467365	0.525859	0.570461	32.189090	5.656292	1.383212
seq5/frame00356.png	0.451025	-0.454194	0.530229	0.556005	32.721508	5.007270	1.407770
seq5/frame00359.png	0.381544	-0.518122	0.599838	0.475572	32.067258	6.856345	1.341737
seq5/frame00355.png	0.451823	-0.456137	0.509282	0.573086	33.237984	4.190007	1.432460
seq5/frame00354.png	0.494288	-0.430837	0.476627	0.585565	33.922421	3.554177	1.397491
seq5/frame00353.png	0.485246	-0.422525	0.483709	0.593325	34.057151	2.874172	1.386547
seq5/frame00352.png	0.543206	-0.378267	0.433876	0.611222	34.610300	3.290049	0.442731
seq5/frame00351.png	0.542761	-0.371242	0.431214	0.617774	35.130536	1.944150	1.484355
seq5/frame00362.png	0.504091	-0.390940	0.375385	0.672417	30.636721	8.622752	1.503166
seq5/frame00033.png	0.652616	-0.261136	0.251400	0.665356	34.867768	5.602234	1.486802
seq5/frame00032.png	0.641075	-0.268187	0.256020	0.671977	35.657378	5.687317	1.453667
seq5/frame00031.png	0.652480	-0.255373	0.259166	0.664746	36.208614	5.445619	1.473407
seq5/frame00030.png	0.645957	-0.268162	0.261267	0.665258	36.869297	5.371636	1.357936
seq5/frame00034.png	0.631646	-0.279671	0.272237	0.669846	34.255246	5.831929	1.470805
seq5/frame00035.png	0.633430	-0.269322	0.281021	0.668774	33.495869	5.886955	1.482190
seq5/frame00382.png	0.443686	-0.487025	0.561942	0.500171	28.213973	13.179723	1.248905
seq5/frame00383.png	0.507824	-0.381148	0.479801	0.605501	27.221543	13.122233	1.237949
seq5/frame00396.png	0.590135	-0.225851	0.280458	0.722548	22.808025	5.800204	1.478415
seq5/frame00397.png	0.572487	-0.253413	0.316809	0.712511	21.979417	5.850160	1.565471
seq5/frame00398.png	0.587704	-0.212994	0.273582	0.731020	21.153788	5.865340	1.501198
seq5/frame00399.png	0.582697	-0.239865	0.329153	0.703269	20.407947	5.861337	1.512004
seq5/frame00372.png	0.285540	-0.560317	0.624569	0.463061	29.689223	13.852112	1.641833
seq5/frame00100.png	0.474937	-0.511831	0.529340	0.481936	30.457772	50.606725	1.081712
seq5/frame00101.png	0.407963	-0.535479	0.595818	0.437983	30.822671	51.183948	1.101119
seq5/frame00102.png	0.397179	-0.567044	0.606629	0.390783	30.946716	51.934758	1.079270
seq5/frame00103.png	0.342158	-0.602435	0.608981	0.386189	31.355635	52.467825	1.118006
seq5/frame00104.png	0.333681	-0.601987	0.648984	0.324172	31.424788	53.288874	1.101177
seq5/frame00105.png	0.330151	-0.600115	0.643013	0.342632	31.896319	53.738379	1.061325
seq5/frame00106.png	0.331274	-0.598841	0.650371	0.329642	31.921522	54.588282	1.053753
seq5/frame00107.png	0.320032	-0.602521	0.653056	0.328734	31.999260	55.303886	0.999761
seq5/frame00109.png	0.294908	-0.602197	0.652516	0.353003	32.290490	56.868882	0.924473
seq5/frame00110.png	0.289516	-0.600449	0.655661	0.354612	32.043130	57.715959	0.939880
seq5/frame00111.png	0.294204	-0.594544	0.661894	0.349080	32.219332	58.264411	0.981790
seq5/frame00108.png	0.313423	-0.601926	0.651342	0.339417	31.699230	56.460420	1.054262
seq5/frame00112.png	0.341662	-0.559417	0.649298	0.385657	31.694613	59.412366	0.922264
seq5/frame00113.png	0.426641	-0.532913	0.577150	0.448195	32.026503	60.926476	0.563219
seq5/frame00114.png	0.465864	-0.503497	0.541016	0.486583	31.323533	60.753663	0.927777
seq5/frame00115.png	0.468373	-0.512605	0.525861	0.491256	31.212331	61.509091	0.924799
seq5/frame00116.png	0.477411	-0.495094	0.520878	0.505616	31.198024	62.431236	0.857947
seq5/frame00117.png	0.481779	-0.506743	0.511496	0.499472	31.029588	63.048628	0.852391
seq5/frame00118.png	0.441736	-0.516383	0.548232	0.487504	31.384404	63.827435	0.915875
seq5/frame00119.png	0.405586	-0.559168	0.581665	0.429530	31.141096	64.282379	1.035874
seq5/frame00120.png	0.393594	-0.581331	0.580020	0.413176	31.380182	64.927031	0.928584
seq5/frame00121.png	0.339456	-0.603462	0.630523	0.350775	31.342556	65.605881	0.908545
seq5/frame00395.png	0.598290	-0.187965	0.229238	0.744425	23.454353	5.516417	1.550156
seq5/frame00029.png	0.676145	-0.213135	0.209324	0.673488	37.452718	5.422259	1.396304
seq5/frame00349.png	0.617504	-0.244078	0.255213	0.702838	36.033685	1.126418	1.627845
seq5/frame00122.png	0.271467	-0.624721	0.670848	0.293243	31.510629	66.032483	0.926627
seq5/frame00401.png	0.577609	-0.222485	0.246422	0.745751	18.448882	5.327969	1.591091
seq5/frame00348.png	0.637210	-0.167955	0.164101	0.734047	36.550914	0.479094	1.538820
seq5/frame00347.png	0.646565	-0.150294	0.155956	0.731467	37.170860	-0.010642	1.560081
seq5/frame00400.png	0.606346	-0.170050	0.237586	0.739581	19.322130	5.229189	1.414373
seq5/frame00403.png	0.577915	-0.227726	0.248563	0.743217	16.811577	5.620692	1.478683
seq5/frame00402.png	0.592417	-0.203711	0.232070	0.744102	17.880606	5.366688	1.453143
seq5/frame00091.png	0.688590	0.128571	-0.129875	0.701744	30.463925	44.657562	1.158865
seq5/frame00404.png	0.584990	-0.244341	0.289356	0.717187	16.148592	5.432633	1.560476
seq5/frame00406.png	0.566674	-0.241361	0.274219	0.738532	14.560106	5.621741	1.593213
seq5/frame00350.png	0.583252	-0.312907	0.345799	0.665079	35.662130	1.839595	1.541677
seq5/frame00028.png	0.683077	-0.127709	0.116999	0.709512	37.903240	4.911141	1.423680
seq5/frame00410.png	0.557494	-0.272740	0.332113	0.710292	11.667546	5.741470	1.464493
seq5/frame00408.png	0.565104	-0.270960	0.329372	0.706224	13.195093	5.828226	1.545042
seq5/frame00409.png	0.552142	-0.273564	0.339653	0.710590	12.877560	5.964791	1.506806
seq5/frame00407.png	0.550015	-0.246288	0.292788	0.742362	13.826241	5.470402	1.567052
seq5/frame00346.png	0.644508	-0.102540	0.100626	0.750979	38.005077	-0.179839	1.570401
seq5/frame00411.png	0.572772	-0.234585	0.250632	0.744369	10.487313	6.741368	1.392536
seq5/frame00413.png	0.591003	-0.235873	0.275824	0.720417	9.494020	5.749671	1.341282
seq5/frame00412.png	0.572666	-0.244246	0.303680	0.721232	10.521134	5.719246	1.586627
seq5/frame00414.png	0.575391	-0.251711	0.317033	0.710674	8.773849	5.735648	1.603135
seq5/frame00415.png	0.584164	-0.285706	0.307634	0.694612	8.580911	6.374897	1.610344
seq5/frame00394.png	0.612980	-0.115047	0.118074	0.772708	23.953162	5.803533	1.565719
seq5/frame00027.png	0.686524	-0.066703	0.038772	0.723002	38.358559	4.975376	1.457586
seq5/frame00385.png	0.615623	-0.034639	0.077311	0.783474	25.898311	11.899844	-1.861937
seq5/frame00365.png	0.642927	-0.067735	-0.040252	0.761864	28.570104	10.285274	1.236969
seq5/frame00345.png	0.650713	-0.078818	0.067606	0.752190	38.665551	-0.369274	1.578638
seq5/frame00025.png	0.677868	-0.018797	-0.010144	0.734873	40.331041	5.207009	1.378842
seq5/frame00024.png	0.694299	-0.013095	-0.002237	0.719564	41.086726	5.028131	1.393367
seq5/frame00026.png	0.683294	-0.000779	-0.021536	0.729825	39.247137	4.934199	1.379173
seq5/frame00126.png	0.271452	-0.627384	0.662382	0.306518	32.277460	68.739835	0.840653
seq5/frame00127.png	0.292201	-0.599597	0.669763	0.326373	32.418620	69.531477	0.808586
seq5/frame00125.png	0.239317	-0.636392	0.676341	0.283363	31.997833	68.125588	0.840666
seq5/frame00416.png	0.538940	-0.303234	0.358570	0.699300	7.453261	6.320683	1.743294
seq5/frame00333.png	0.617771	-0.218721	0.175861	0.734570	48.343600	0.450553	1.441355
seq5/frame00332.png	0.581084	-0.296816	0.286322	0.701613	49.834255	0.331063	1.472051
seq5/frame00331.png	0.610326	-0.224163	0.179224	0.738330	49.665135	0.868312	1.555700
seq5/frame00012.png	0.662577	-0.177098	0.208858	0.697141	49.563169	2.146313	1.391919
seq5/frame00011.png	0.652696	-0.175767	0.200362	0.709189	50.374091	2.068143	1.457325
seq5/frame00010.png	0.665468	-0.182402	0.164679	0.704814	50.953462	1.966791	1.426621
seq5/frame00013.png	0.649003	-0.166272	0.167849	0.723170	49.078873	2.682536	1.420742
seq5/frame00334.png	0.640620	-0.176341	0.108281	0.739450	47.417190	0.713573	1.568560
seq5/frame00014.png	0.649876	-0.135778	0.152184	0.732165	48.315128	2.927822	1.391701
seq5/frame00009.png	0.675167	-0.097146	0.093042	0.725297	51.575309	1.526195	1.494822
seq5/frame00330.png	0.646605	-0.090832	0.056117	0.755316	50.362425	0.484859	1.568931
seq5/frame00015.png	0.664477	-0.057497	0.079315	0.740860	47.294983	3.237312	1.359499
seq5/frame00335.png	0.643000	-0.088959	-0.022914	0.760337	46.290615	0.983207	1.494937
seq5/frame00016.png	0.685545	-0.051426	0.057250	0.723952	46.953006	3.518485	1.376861
seq2/frame00192.png	0.308422	-0.550292	0.669165	0.392775	38.401491	47.962372	1.007335
seq2/frame00190.png	0.307001	-0.549303	0.678952	0.378208	39.264684	49.072141	0.977460
seq2/frame00193.png	0.288155	-0.559214	0.686051	0.365487	38.043144	47.273826	1.025282
seq2/frame00194.png	0.318259	-0.574639	0.663016	0.359042	37.707560	46.755064	1.027884
seq2/frame00195.png	0.345882	-0.566171	0.627072	0.408162	37.112198	46.332116	1.014726
seq2/frame00197.png	0.335098	-0.578404	0.592028	0.450179	35.671945	45.724844	0.942184
seq2/frame00198.png	0.323021	-0.571394	0.601873	0.454879	34.831982	45.542619	0.903369
seq2/frame00201.png	0.365254	-0.569669	0.597998	0.429494	32.625140	44.756672	0.960116
seq2/frame00202.png	0.369386	-0.553774	0.603361	0.439140	31.765571	44.542686	1.054620
seq2/frame00204.png	0.364590	-0.547796	0.595181	0.461252	30.340414	43.867989	1.118888
seq2/frame00203.png	0.405511	-0.538854	0.582800	0.453367	31.330215	44.207473	1.129775
seq2/frame00205.png	0.415389	-0.546947	0.546414	0.479305	29.807620	43.428440	1.162834
seq2/frame00206.png	0.418604	-0.536842	0.560248	0.471905	29.494227	42.873381	1.183250
seq2/frame00196.png	0.389443	-0.554866	0.562238	0.473653	36.257216	46.096171	0.992114
seq2/frame00208.png	0.430632	-0.533175	0.541960	0.486373	28.815252	41.658824	1.122332
seq2/frame00207.png	0.433836	-0.526324	0.532955	0.500728	28.772656	42.349505	1.140299
seq2/frame00191.png	0.294832	-0.547136	0.671099	0.404156	38.612489	48.591134	0.971173
seq2/frame00209.png	0.451644	-0.522244	0.530845	0.491409	27.759325	41.144870	1.073341
seq2/frame00188.png	0.295054	-0.600986	0.680014	0.298897	40.111296	50.297605	0.938096
seq2/frame00187.png	0.249815	-0.609169	0.685547	0.310696	40.461933	50.935433	0.909841
seq2/frame00186.png	0.242702	-0.594260	0.698209	0.316946	41.133497	51.361797	0.934947
seq2/frame00185.png	0.249712	-0.603028	0.699523	0.290978	41.819325	51.711577	0.902385
seq2/frame00210.png	0.479404	-0.503784	0.509055	0.507185	27.365141	40.520358	1.042440
seq2/frame00184.png	0.207312	-0.641952	0.702158	0.227800	42.649122	51.687347	0.911743
seq2/frame00183.png	0.246754	-0.629731	0.700693	0.227112	43.195789	52.030539	0.859826
seq2/frame00182.png	0.207355	-0.618784	0.729866	0.203487	43.942820	52.078063	0.852313
seq2/frame00181.png	0.187285	-0.623798	0.723498	0.228804	44.560609	52.137603	0.825514
seq2/frame00217.png	0.449781	-0.448901	0.512890	0.577173	28.605068	35.937596	1.083884
seq2/frame00216.png	0.446590	-0.442449	0.504968	0.591442	27.951245	36.454236	1.058636
seq2/frame00215.png	0.439602	-0.436914	0.526599	0.581850	27.750734	37.060967	1.062940
seq2/frame00218.png	0.485805	-0.427125	0.473508	0.597785	29.232702	35.466966	1.098108
seq2/frame00219.png	0.500219	-0.401087	0.459352	0.614740	29.700454	35.000009	1.097482
seq2/frame00220.png	0.504409	-0.400854	0.434655	0.629256	30.485618	34.553471	1.127330
seq2/frame00223.png	0.517046	-0.391006	0.416170	0.637637	31.696531	33.043165	1.097536
seq2/frame00224.png	0.521273	-0.394114	0.442552	0.614082	31.886389	32.393339	1.108400
seq2/frame00225.png	0.548810	-0.372042	0.420314	0.619459	31.973651	31.700787	1.083341
seq2/frame00226.png	0.540663	-0.393390	0.417525	0.615305	32.259072	31.014408	1.106493
seq2/frame00227.png	0.567550	-0.358021	0.351865	0.652609	32.115752	30.364400	1.113969
seq2/frame00228.png	0.534462	-0.402567	0.374375	0.641976	32.149102	29.685823	1.142134
seq2/frame00229.png	0.542953	-0.387791	0.389827	0.634709	31.453530	28.935825	1.126014
seq2/frame00221.png	0.508530	-0.392484	0.404356	0.651037	31.135607	34.176877	1.108216
seq2/frame00233.png	0.563172	-0.360119	0.336176	0.663429	30.539700	26.536074	1.156869
seq2/frame00234.png	0.577610	-0.338451	0.345079	0.657829	29.838033	25.673764	1.139231
seq2/frame00235.png	0.535685	-0.361402	0.356454	0.674812	29.582449	24.967434	1.179738
seq2/frame00238.png	0.599126	-0.320025	0.339657	0.650588	28.556605	22.751428	1.177545
seq2/frame00240.png	0.609719	-0.317805	0.319935	0.651832	28.738158	21.619232	1.215658
seq2/frame00239.png	0.608897	-0.321126	0.340710	0.640343	28.759372	22.328290	1.218889
seq2/frame00237.png	0.572873	-0.364739	0.380725	0.627559	29.034067	23.602911	1.223485
seq2/frame00236.png	0.543932	-0.409518	0.409910	0.606966	29.452969	24.333767	1.178206
seq2/frame00230.png	0.511254	-0.453540	0.446967	0.577184	31.926590	28.481573	1.156012
seq2/frame00243.png	0.590006	-0.353525	0.390453	0.611932	28.562272	19.843706	1.194317
seq2/frame00251.png	0.613031	-0.281550	0.239793	0.698156	28.869495	14.061516	1.278738
seq2/frame00252.png	0.612546	-0.267577	0.229481	0.707480	29.303896	13.630589	1.292803
seq2/frame00250.png	0.600182	-0.291603	0.254159	0.700109	28.484438	14.748489	1.270235
seq2/frame00249.png	0.622769	-0.287352	0.249036	0.683790	27.778824	15.070960	1.292160
seq2/frame00248.png	0.605201	-0.340612	0.291246	0.657945	27.882159	16.070907	1.196735
seq2/frame00255.png	0.639213	-0.243919	0.196831	0.702259	30.584972	11.892788	1.262606
seq2/frame00256.png	0.655069	-0.222048	0.187666	0.697395	31.359657	11.874367	1.311462
seq2/frame00257.png	0.655881	-0.224540	0.195597	0.693645	31.709898	11.254407	1.258073
seq2/frame00258.png	0.665364	-0.191122	0.182564	0.698164	31.836480	10.305944	1.346713
seq2/frame00260.png	0.660170	-0.180585	0.171183	0.708704	32.198359	9.170581	1.439248
seq2/frame00261.png	0.691672	-0.181712	0.182931	0.674616	32.162189	8.864589	1.417338
seq2/frame00262.png	0.717820	-0.144330	0.127598	0.669045	31.903321	8.116997	1.409989
seq2/frame00263.png	0.713606	-0.156506	0.128847	0.670575	31.693174	7.775264	1.388389
seq2/frame00264.png	0.712792	-0.138606	0.044626	0.686094	31.485683	7.255520	1.448344
seq2/frame00259.png	0.654369	-0.241046	0.196701	0.689207	32.096404	9.781511	1.308499
seq2/frame00269.png	0.617391	-0.250414	0.188137	0.721613	28.315034	6.065403	1.538362
seq2/frame00270.png	0.616623	-0.264498	0.190214	0.716683	27.557565	5.598062	1.536275
seq2/frame00271.png	0.606170	-0.199915	0.216866	0.738621	26.655017	5.013522	1.530379
seq2/frame00273.png	0.633992	-0.217774	0.263425	0.693712	25.688683	4.332906	1.529231
seq2/frame00266.png	0.658833	-0.176471	0.170845	0.711062	30.282973	6.324732	1.442512
seq2/frame00267.png	0.668754	-0.188717	0.176527	0.697132	29.662169	6.229157	1.443805
seq2/frame00268.png	0.638831	-0.217962	0.124796	0.727195	28.860584	6.080185	1.507611
seq2/frame00254.png	0.628721	-0.278780	0.222541	0.690990	30.754308	13.128240	1.228491
seq2/frame00247.png	0.602191	-0.324521	0.279487	0.673750	27.575492	16.511093	1.164315
seq2/frame00241.png	0.555477	-0.369688	0.390443	0.634295	28.766995	20.868318	1.241350
seq2/frame00232.png	0.566196	-0.375644	0.363396	0.637383	29.833461	26.582230	1.119176
seq2/frame00199.png	0.353082	-0.571458	0.597505	0.437901	34.452723	45.124806	0.859041
seq2/frame00211.png	0.484176	-0.449347	0.534707	0.527019	26.918310	39.828590	1.036912
seq2/frame00275.png	0.636233	-0.286601	0.274759	0.661495	24.774987	4.310070	1.529305
seq2/frame00276.png	0.649493	-0.259509	0.255383	0.667528	23.786318	3.704937	1.524163
seq2/frame00277.png	0.614320	-0.274525	0.291667	0.679837	23.213273	3.500966	1.560667
seq2/frame00014.png	0.645591	-0.188158	0.206530	0.710742	25.214640	-0.453475	1.733504
seq2/frame00013.png	0.642663	-0.203315	0.225752	0.703337	24.989573	0.210004	1.652759
seq2/frame00012.png	0.642786	-0.212338	0.212872	0.704574	23.938071	-0.053982	1.707766
seq2/frame00011.png	0.642532	-0.213215	0.219703	0.702440	23.631938	0.311518	1.648887
seq2/frame00010.png	0.650646	-0.225650	0.221730	0.690347	22.760901	0.262312	1.686400
seq2/frame00009.png	0.623127	-0.222354	0.227244	0.714585	21.825190	0.110436	1.749717
seq2/frame00008.png	0.632501	-0.232767	0.240671	0.698455	21.203205	0.275407	1.795980
seq2/frame00005.png	0.649642	-0.255347	0.265780	0.664924	20.006790	0.845674	1.662604
seq2/frame00004.png	0.646285	-0.256033	0.246757	0.675184	18.913388	0.339282	1.728062
seq2/frame00002.png	0.645927	-0.252762	0.244793	0.677471	19.278356	0.639723	1.627298
seq2/frame00001.png	0.645973	-0.251653	0.246070	0.677377	19.216112	0.634418	1.630551
seq2/frame00003.png	0.646065	-0.254903	0.242942	0.677203	19.134574	0.542145	1.635264
seq2/frame00006.png	0.633183	-0.260497	0.257089	0.682002	20.041266	0.496930	1.707178
seq2/frame00007.png	0.635805	-0.253168	0.263672	0.679805	20.405337	-0.029987	1.672980
seq2/frame00017.png	0.648983	-0.202032	0.184265	0.709966	27.473589	-0.244724	1.702519
seq2/frame00016.png	0.656701	-0.201904	0.197877	0.699159	26.891264	-0.126506	1.646030
seq2/frame00015.png	0.639183	-0.213790	0.199244	0.711366	26.298675	-0.061405	1.616216
seq2/frame00018.png	0.655611	-0.177941	0.154234	0.717442	28.176556	0.082997	1.632928
seq2/frame00019.png	0.647215	-0.162151	0.165305	0.726288	28.869429	0.017549	1.664303
seq2/frame00020.png	0.662101	-0.138851	0.135487	0.723869	29.524012	0.043604	1.640942
seq2/frame00021.png	0.663308	-0.178932	0.160881	0.708606	30.462976	0.664305	1.622582
seq2/frame00022.png	0.663101	-0.152124	0.153037	0.716753	31.169487	0.809247	1.599664
seq2/frame00023.png	0.660249	-0.161649	0.151090	0.717714	31.881046	1.366426	1.572343
seq2/frame00024.png	0.661922	-0.160844	0.156493	0.715191	32.425469	1.277207	1.564888
seq2/frame00212.png	0.478852	-0.443696	0.532223	0.539049	26.305185	39.109769	0.985389
seq2/frame00180.png	0.177060	-0.614581	0.738880	0.212124	45.214538	52.181202	0.817942
seq2/frame00179.png	0.127396	-0.644919	0.719819	0.222957	46.060718	51.970454	0.841953
seq2/frame00272.png	0.644405	-0.186706	0.207261	0.711987	25.804724	4.296106	1.488680
seq2/frame00200.png	0.366069	-0.549547	0.608717	0.439836	32.740501	45.123367	0.950502
seq2/frame00031.png	0.671777	-0.116369	0.108596	0.723451	37.251550	3.759211	1.446013
seq2/frame00030.png	0.664562	-0.140022	0.109479	0.725786	36.570023	3.188103	1.453866
seq2/frame00032.png	0.674607	-0.103430	0.095166	0.724673	38.176407	4.242298	1.437436
seq2/frame00029.png	0.675397	-0.118575	0.126346	0.716809	35.994534	3.200321	1.417092
seq2/frame00033.png	0.694504	-0.094263	0.076034	0.709223	38.749542	4.363021	1.443068
seq2/frame00034.png	0.683382	-0.118016	0.101163	0.713322	39.573667	4.591587	1.383145
seq2/frame00035.png	0.677079	-0.117189	0.089702	0.720961	40.299732	4.415318	1.368856
seq2/frame00028.png	0.662126	-0.146435	0.148454	0.719796	35.568749	2.974225	1.460281
seq2/frame00036.png	0.678096	-0.093125	0.064920	0.726153	41.012452	4.589283	1.379022
seq2/frame00178.png	0.113158	-0.625152	0.733998	0.240056	46.774891	52.083231	0.857880
seq2/frame00253.png	0.603347	-0.298975	0.256138	0.693527	29.537358	12.629263	1.266442
seq2/frame00026.png	0.658904	-0.144481	0.142835	0.724272	33.750637	1.959544	1.484016
seq2/frame00027.png	0.671456	-0.144366	0.125233	0.715976	34.427836	1.708280	1.401599
seq2/frame00177.png	0.045899	-0.641919	0.741218	0.190864	47.584658	51.813495	0.888270
seq2/frame00176.png	0.041039	-0.633750	0.754078	0.167463	48.306758	51.856225	0.875368
seq2/frame00175.png	0.043270	-0.622669	0.771830	0.121202	49.123036	51.575311	0.893615
seq2/frame00242.png	0.583551	-0.340579	0.365587	0.640172	27.439450	19.568544	1.165736
seq2/frame00189.png	0.315180	-0.552267	0.691520	0.342728	39.369066	49.991819	0.945680
seq5/frame00463.png	0.412373	-0.493586	0.570187	0.511085	2.731083	38.669460	1.460061
seq5/frame00462.png	0.414391	-0.505435	0.584802	0.480439	2.892480	37.822838	1.490679
seq5/frame00464.png	0.363831	-0.535056	0.612130	0.454575	2.417619	39.516641	1.494873
